"siteId","nctId","title","therapeuticArea","phase","overallStatus","sponsor","sponsorClass","facility","siteStatus","city","state","zip","country","latitude","longitude","contactCount","emailContactCount","phoneContactCount"
"NCT06632457-SITE-6","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Atharva Multispecialty Hospital and research Centre","RECRUITING","Lucknow","","226003","India","26.83928","80.92313","1","1","1"
"NCT06632457-SITE-7","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Midas Multispeciality Hospital Pvt. Ltd.","RECRUITING","Nagpur","","440010","India","21.14631","79.08491","1","1","1"
"NCT06632457-SITE-8","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Insitute of Liver and Billiary Sciences","RECRUITING","New Delhi","","110 070","India","28.62137","77.2148","1","1","1"
"NCT06632457-SITE-9","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences","RECRUITING","Rohtak","","124001","India","28.89447","76.58917","1","1","1"
"NCT06632457-SITE-10","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Yashoda Hospitals - Secunderabad","RECRUITING","Secunderabad","","500003","India","17.50427","78.54263","1","1","1"
"NCT06632457-SITE-11","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Surat Institute of Digestive Sciences","RECRUITING","Surat","","395002","India","21.19594","72.83023","1","1","1"
"NCT06632457-SITE-12","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","BAPS Pramukh Swami Hospital","NOT_YET_RECRUITING","Surat","","395009","India","21.19594","72.83023","1","1","1"
"NCT06632457-SITE-13","NCT06632457","LIVERAGE™ - Cirrhosis: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Cirrhosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Gujarat Gastro and Vascular Hospital","RECRUITING","Surat","","395009","India","21.19594","72.83023","1","1","1"
"NCT06632444-SITE-1","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Aryav Superspeciality Hospital","RECRUITING","Ahemdabad","","380060","India",,,"1","1","1"
"NCT06632444-SITE-2","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Post Graduate Institute of Medical Education and Research","NOT_YET_RECRUITING","Chandigarh","","14209-1120","India","30.73629","76.7884","1","1","1"
"NCT06632444-SITE-3","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Osmania Medical College & Hospital","RECRUITING","Hyderabad, Afzalgunj","","500012","India","17.38405","78.45636","1","1","1"
"NCT06632444-SITE-4","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","SR Kalla Memorial Hospital","RECRUITING","Jaipur","","302001","India","26.91962","75.78781","1","1","1"
"NCT06632444-SITE-5","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","ManglamPlus Medicity Hospital","RECRUITING","Jaipur","","302020","India","26.91962","75.78781","1","1","1"
"NCT06632444-SITE-6","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Atharva Multispecialty Hospital and research Centre","RECRUITING","Lucknow","","226003","India","26.83928","80.92313","1","1","1"
"NCT06632444-SITE-7","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Practice Dr Kiranpal Singh","NOT_YET_RECRUITING","Mohali","","160 062","India","30.67995","76.72211","1","1","1"
"NCT06632444-SITE-8","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Midas Multispeciality Hospital Pvt. Ltd.","RECRUITING","Nagpur","","440010","India","21.14631","79.08491","1","1","1"
"NCT06632444-SITE-9","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Insitute of Liver and Billiary Sciences","RECRUITING","New Delhi","","110 070","India","28.62137","77.2148","1","1","1"
"NCT06632444-SITE-10","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","All India Institute of Medical Sciences","RECRUITING","New Delhi","","110029","India","28.62137","77.2148","1","1","1"
"NCT06632444-SITE-11","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences","RECRUITING","Rohtak","","124001","India","28.89447","76.58917","1","1","1"
"NCT06632444-SITE-12","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Yashoda Hospitals - Secunderabad","RECRUITING","Secunderabad","","500003","India","17.50427","78.54263","1","1","1"
"NCT06632444-SITE-13","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Surat Institute of Digestive Sciences","RECRUITING","Surat","","395002","India","21.19594","72.83023","1","1","1"
"NCT06632444-SITE-14","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","BAPS Pramukh Swami Hospital","RECRUITING","Surat","","395009","India","21.19594","72.83023","1","1","1"
"NCT06632444-SITE-15","NCT06632444","LIVERAGE™: A Study to Test Whether Survodutide Helps People With a Liver Disease Called NASH/MASH Who Have Moderate or Advanced Liver Fibrosis","Infectious Disease","Phase 3","RECRUITING","Boehringer Ingelheim","Industry","Gujarat Gastro and Vascular Hospital","RECRUITING","Surat","","395009","India","21.19594","72.83023","1","1","1"
"NCT06631443-SITE-1","NCT06631443","Asian Watch-and-Wait Database (AWWD)","Oncology","Not Provided","RECRUITING","Tata Memorial Centre","Academic / Hospital / Other","Tata Memorial Centre","RECRUITING","Mumbai","Maharashtra","400012","India","19.07283","72.88261","1","1","1"
"NCT06630793-SITE-1","NCT06630793","IMRT Versus IMPT With Concurrent Chemotherapy for Locally Advanced Anal Canal Cancer","Oncology","Not Applicable","RECRUITING","Tata Memorial Centre","Academic / Hospital / Other","Tata Memorial Centre","RECRUITING","Mumbai","Maharashtra","400012","India","19.07283","72.88261","2","1","1"
"NCT06627790-SITE-1","NCT06627790","Efficacy of a Potassium Nitrate Containing Herbal Mouthwash to a Potassium Oxalate Mouthwash in Dentinal Hypersensitivity","Dental / Oral Health","Phase 3","RECRUITING","Dr. D. Y. Patil Dental College & Hospital","Academic / Hospital / Other","Dr. D Y Patil dental College and Hospital, Pimpri, Pune","RECRUITING","Pune","Maharashtra","411018","India","18.51957","73.85535","1","1","1"
"NCT06627647-SITE-1","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Calicut","","673601","India","11.6","92.73333","0","0","0"
"NCT06627647-SITE-2","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Delhi","","110029","India","28.65195","77.23149","0","0","0"
"NCT06627647-SITE-3","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","Kolkata","","700054","India","22.56263","88.36304","0","0","0"
"NCT06627647-SITE-4","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Madurai","","625107","India","9.919","78.11953","0","0","0"
"NCT06627647-SITE-5","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","NOT_YET_RECRUITING","Mumbai","","400012","India","19.07283","72.88261","0","0","0"
"NCT06627647-SITE-6","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Nashik","","422002","India","19.99727","73.79096","0","0","0"
"NCT06627647-SITE-7","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","WITHDRAWN","New Delhi","","110075","India","28.62137","77.2148","0","0","0"
"NCT06627647-SITE-8","NCT06627647","A Global Phase III Study of Rilvegostomig or Pembrolizumab Plus Chemotherapy for First-Line Treatment of Metastatic Non-squamous NSCLC","Oncology","Phase 3","RECRUITING","AstraZeneca","Industry","Research Site","RECRUITING","Varanasi","","221005","India","25.31668","83.01041","0","0","0"
"NCT06618105-SITE-1","NCT06618105","Bronchoprovocation Study to Demonstrate the Pharmacodynamic Bioequivalence of Albuterol Sulfate HFA Inhalation Aerosol (E.Q. 90 mcg of Albuterol Base/Inh) of Macleods Pharmaceuticals Ltd","Respiratory","Phase 3","NOT_YET_RECRUITING","Macleods Pharmaceuticals Ltd","Industry","Multiple Locations","","Multiple Locations","","","India",,,"21","1","1"
"NCT06616194-SITE-1","NCT06616194","A Study to Learn About the Study Medicine Called Rimegepant in Adolescents With Frequent Migraine","Neurology / CNS","Phase 3","RECRUITING","Pfizer","Industry","Chopda Medicare & Research Centre Pvt. Ltd; Magnum Heart Institute","RECRUITING","Nashik","Maharashtra","422005","India","19.99727","73.79096","0","0","0"
"NCT06612268-SITE-1","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Gauhati Medical College and Hospital","RECRUITING","Guwahati","Assam","781032","India","26.1844","91.7458","0","0","0"
"NCT06612268-SITE-2","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Raipur","RECRUITING","Raipur","Chhattisgarh","492099","India","21.23333","81.63333","0","0","0"
"NCT06612268-SITE-3","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Zydus Medical College & Hospital","RECRUITING","Dohad","Gujarat","389151","India","22.83283","74.25986","0","0","0"
"NCT06612268-SITE-4","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Nirmal Hospital Pvt. Ltd.","RECRUITING","Surat","Gujarat","395002","India","21.19594","72.83023","0","0","0"
"NCT06612268-SITE-5","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","SSG Hospital, Baroda","RECRUITING","Vadodara","Gujarat","390001","India","22.29941","73.20812","0","0","0"
"NCT06612268-SITE-6","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","HOCC Haemato Oncology Care Centre","RECRUITING","Vadodara","Gujarat","390020","India","22.29941","73.20812","0","0","0"
"NCT06612268-SITE-7","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","JSS Hospital, Mysore","RECRUITING","Mysuru","Karnataka","570004","India","12.29791","76.63925","0","0","0"
"NCT06612268-SITE-8","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Government Medical College, Kozhikode","RECRUITING","Kozhikode","Kerala","673008","India","11.24802","75.7804","0","0","0"
"NCT06612268-SITE-9","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Government Medical College, Kozhikode","NOT_YET_RECRUITING","Kozhikode","Kerala","673008","India","11.24802","75.7804","0","0","0"
"NCT06612268-SITE-10","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Arihant Multispeciality Hospital","RECRUITING","Nagpur","Maharashtra","440026","India","21.14631","79.08491","0","0","0"
"NCT06612268-SITE-11","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","IMS and SUM Hospital","RECRUITING","Bhubaneswar","Odisha","751003","India","20.27241","85.83385","0","0","0"
"NCT06612268-SITE-12","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","RNT Medical College","NOT_YET_RECRUITING","Udaipur","Rajasthan","313001","India","24.58584","73.71346","0","0","0"
"NCT06612268-SITE-13","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","NIZAM'S Institute of Medical Sciences","RECRUITING","Hyderabad","Telangana","500082","India","17.38405","78.45636","0","0","0"
"NCT06612268-SITE-14","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Post Graduate Institute of Child Health","RECRUITING","Noida","Uttar Pradesh","201303","India","28.58","77.33","0","0","0"
"NCT06612268-SITE-15","NCT06612268","A Study to Evaluate How Well Etavopivat Works in People With Sickle Cell Disease","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences_New Dehli","RECRUITING","New Delhi","","110029","India","28.62137","77.2148","0","0","0"
"NCT06609239-SITE-1","NCT06609239","Long-term Safety and Efficacy Evaluation of Lunsekimig (SAR443765) in Adult Participants With Asthma.","Respiratory","Phase 2","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560009","RECRUITING","Hyderabad","","500084","India","17.38405","78.45636","0","0","0"
"NCT06609239-SITE-2","NCT06609239","Long-term Safety and Efficacy Evaluation of Lunsekimig (SAR443765) in Adult Participants With Asthma.","Respiratory","Phase 2","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560008","RECRUITING","Kanpur","","208001","India","26.46523","80.34975","0","0","0"
"NCT06609239-SITE-3","NCT06609239","Long-term Safety and Efficacy Evaluation of Lunsekimig (SAR443765) in Adult Participants With Asthma.","Respiratory","Phase 2","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560007","RECRUITING","Kozhikode","","673008","India","11.24802","75.7804","0","0","0"
"NCT06609239-SITE-4","NCT06609239","Long-term Safety and Efficacy Evaluation of Lunsekimig (SAR443765) in Adult Participants With Asthma.","Respiratory","Phase 2","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560001","ACTIVE_NOT_RECRUITING","Nagpur","","441203","India","21.14631","79.08491","0","0","0"
"NCT06609239-SITE-5","NCT06609239","Long-term Safety and Efficacy Evaluation of Lunsekimig (SAR443765) in Adult Participants With Asthma.","Respiratory","Phase 2","RECRUITING","Sanofi","Industry","Investigational Site Number : 3560004","RECRUITING","Pune","","411057","India","18.51957","73.85535","0","0","0"
"NCT06609226-SITE-1","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Raipur","NOT_YET_RECRUITING","Raipur","Chhattisgarh","492099","India","21.23333","81.63333","0","0","0"
"NCT06609226-SITE-2","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","K.J Somaiya Hospital and Research Centre","NOT_YET_RECRUITING","Mumbai","Maharashtra","400022","India","19.07283","72.88261","0","0","0"
"NCT06609226-SITE-3","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Victoria Hospital, Bangalore","NOT_YET_RECRUITING","Bangalore","","560002","India","12.97194","77.59369","0","0","0"
"NCT06609226-SITE-4","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Nirmal Hospital Pvt. Ltd.","NOT_YET_RECRUITING","Gujarat","","395002","India",,,"0","0","0"
"NCT06609226-SITE-5","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","Suretech Hospital and Research Centre Ltd.","NOT_YET_RECRUITING","Maharashtra","","440012","India",,,"0","0","0"
"NCT06609226-SITE-6","NCT06609226","A Research Study Looking at Long-term Treatment With Etavopivat in People With Sickle Cell Disease or Thalassaemia","Hematology","Phase 3","RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences_Delhi","NOT_YET_RECRUITING","New Delhi","","110029","India","28.62137","77.2148","0","0","0"
"NCT06604325-SITE-1","NCT06604325","Prophylactic Tranexamic Acid To Reduce Blood Loss During Caesarean Delivery.","Gastroenterology / Hepatology","Not Applicable","RECRUITING","Aligarh Muslim University","Academic / Hospital / Other","ASJSATDS Medical College","RECRUITING","Fatehpur","Uttar Pradesh","212601","India","25.92774","80.81266","1","1","0"
"NCT06602583-SITE-1","NCT06602583","To Determine the Difference in the Radiation Exposure, With Low Dose Protocols for Angiography","Cardiology / Vascular","Not Provided","NOT_YET_RECRUITING","Dr Bharat Singh Sambyal","Government / Public sector","INHS Asvini","","Mumbai","Maharashtra","400005","India","19.07283","72.88261","4","2","2"
"NCT06588855-SITE-1","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Surat Institute of Digestive Sciences Hospitals","RECRUITING","Surat","Gujarat","395002","India","21.19594","72.83023","0","0","0"
"NCT06588855-SITE-2","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Gujarat Gastro and Vascular Hospital","RECRUITING","Surat","Gujarat","395009","India","21.19594","72.83023","0","0","0"
"NCT06588855-SITE-3","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Kingsway Hospital","COMPLETED","Nagpur (urban)","Maharashtra","440001","India","21.14631","79.08491","0","0","0"
"NCT06588855-SITE-4","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","MIDAS Multispeciality Hospital","RECRUITING","Nagpur (urban)","Maharashtra","440018","India","21.14631","79.08491","0","0","0"
"NCT06588855-SITE-5","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Sahyadri Super Speciality Hospital","RECRUITING","Nashik","Maharashtra","422001","India","19.99727","73.79096","0","0","0"
"NCT06588855-SITE-6","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","SR Kalla Memorial Gastro & General Hospital","RECRUITING","Jaipur","Rajasthan","302006","India","26.91962","75.78781","0","0","0"
"NCT06588855-SITE-7","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","SMS Superspeciality Hospital","RECRUITING","Jaipur","Rajasthan","302007","India","26.91962","75.78781","0","0","0"
"NCT06588855-SITE-8","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","AIG Hospitals","RECRUITING","Gachibowli","Telangana","500032","India",,,"0","0","0"
"NCT06588855-SITE-9","NCT06588855","A Study to Assess the Efficacy and Safety of Induction Therapy With Afimkibart (Also Known as RO7790121) in Participants With Moderately to Severely Active Ulcerative Colitis","Gastroenterology / Hepatology","Phase 3","RECRUITING","Hoffmann-La Roche","Industry","Yashoda Hospitals","RECRUITING","Secunderabad","Telangana","500003","India","17.50427","78.54263","0","0","0"
"NCT06587048-SITE-1","NCT06587048","Outcome of Bone Window Approach in Endodontic Microsurgery Using Novel Piezoelectric Device","Musculoskeletal / Rheumatology","Not Applicable","RECRUITING","Postgraduate Institute of Dental Sciences Rohtak","Academic / Hospital / Other","Post Graduate Institute of Dental Sciences","RECRUITING","Rohtak","Haryana","124001","India","28.89447","76.58917","4","2","2"
"NCT06587035-SITE-1","NCT06587035","A Study to Learn About Somatrogon in Patients With Pediatric Growth Hormone Deficiency (p GHD) in India.","Mental Health / Cognitive Health","Not Provided","RECRUITING","Pfizer","Industry","Shivajoyti Clinic","RECRUITING","Bengaluru","Karnataka","560008","India","12.97194","77.59369","0","0","0"
"NCT06587035-SITE-2","NCT06587035","A Study to Learn About Somatrogon in Patients With Pediatric Growth Hormone Deficiency (p GHD) in India.","Mental Health / Cognitive Health","Not Provided","RECRUITING","Pfizer","Industry","Apollo Children's Hospital","RECRUITING","Chennai","Tamil Nadu","600006","India","13.08784","80.27847","0","0","0"
"NCT06587035-SITE-3","NCT06587035","A Study to Learn About Somatrogon in Patients With Pediatric Growth Hormone Deficiency (p GHD) in India.","Mental Health / Cognitive Health","Not Provided","RECRUITING","Pfizer","Industry","G Kuppuswamy Naidu Memorial Hospital","RECRUITING","Coimbatore","Tamil Nadu","641037","India","11.00555","76.96612","0","0","0"
"NCT06587035-SITE-4","NCT06587035","A Study to Learn About Somatrogon in Patients With Pediatric Growth Hormone Deficiency (p GHD) in India.","Mental Health / Cognitive Health","Not Provided","RECRUITING","Pfizer","Industry","Apollo Speciality Hospital","RECRUITING","Madurai","Tamil Nadu","625020","India","9.919","78.11953","0","0","0"
"NCT06585787-SITE-1","NCT06585787","A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4)","Neurology / CNS","Phase 3","RECRUITING","Karuna Therapeutics, Inc., a Bristol Myers Squibb company","Industry","Central Institute of Behavioural Sciences","RECRUITING","Nagpur","Maharashtra","440010","India","21.14631","79.08491","1","0","1"
"NCT06585787-SITE-2","NCT06585787","A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4)","Neurology / CNS","Phase 3","RECRUITING","Karuna Therapeutics, Inc., a Bristol Myers Squibb company","Industry","Local Institution - 7405","NOT_YET_RECRUITING","Chandigarh","Punjab","160012","India",,,"1","0","0"
"NCT06585787-SITE-3","NCT06585787","A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4)","Neurology / CNS","Phase 3","RECRUITING","Karuna Therapeutics, Inc., a Bristol Myers Squibb company","Industry","Local Institution - 7406","NOT_YET_RECRUITING","Ajmer","Rajasthan","305001","India","26.4521","74.63867","1","0","0"
"NCT06585787-SITE-4","NCT06585787","A Study to Evaluate KarXT as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-4)","Neurology / CNS","Phase 3","RECRUITING","Karuna Therapeutics, Inc., a Bristol Myers Squibb company","Industry","Asha Hospital - Hyderabad","RECRUITING","Hyderabad","","500034","India","17.38405","78.45636","1","0","1"
