"siteId","nctId","title","therapeuticArea","phase","overallStatus","sponsor","sponsorClass","facility","siteStatus","city","state","zip","country","latitude","longitude","contactCount","emailContactCount","phoneContactCount"
"NCT07573956-SITE-1","NCT07573956","Trial Evaluating Hypo-fractionated Accelerated Versus Conventional Fractionated Adjuvant RT in Head & Neck Malignancies","Oncology","Phase 2/3","RECRUITING","All India Institute of Medical Sciences","Academic / Hospital / Other","Dr. Aman Sharma, Associate Professor, Radiation Oncology, NCI, AIIMS","RECRUITING","Jhajjar","Haryana","","India","28.6063","76.6565","1","1","1"
"NCT07572240-SITE-1","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Omkar ENT Hospital and Research Centre","","Nashik","Maharashtra","422002","India","19.99727","73.79096","2","1","1"
"NCT07572240-SITE-2","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Samarth Hospital","","Nashik","Maharashtra","423203","India","19.99727","73.79096","2","1","1"
"NCT07572240-SITE-3","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","New Manak Healthcare Care Hospital","","Navi Mumbai","Maharashtra","400706","India","19.03681","73.01582","2","1","1"
"NCT07572240-SITE-4","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","MGM Medical College & Hospital","","Navi Mumbai","Maharashtra","410209","India","19.03681","73.01582","2","1","1"
"NCT07572240-SITE-5","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Punawale Multispecialty Hospital","","Pimpri-Chinchwad","Maharashtra","411033","India","18.61867","73.80375","2","1","1"
"NCT07572240-SITE-6","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Bhaktisiddhant Hospital","","Pimpri-Chinchwad","Maharashtra","411044","India","18.61867","73.80375","2","1","1"
"NCT07572240-SITE-7","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Pawana Hospital","","Pune","Maharashtra","410506","India","18.51957","73.85535","2","1","1"
"NCT07572240-SITE-8","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Silver Birch Multispecialty Hospital","","Pune","Maharashtra","411041","India","18.51957","73.85535","2","1","1"
"NCT07572240-SITE-9","NCT07572240","A Randomized, Open-Label, Parallel Proof-of-Concept Study to Assess the Effect of AP-Brain Collagen Peptides on the Improvement of Attention, Focus, and Memory in Stressed But Otherwise Healthy Individuals","Mental Health / Cognitive Health","Not Applicable","NOT_YET_RECRUITING","Rousselot BVBA","Industry","Gurukrupa Hospital","","Thane","Maharashtra","400601","India","19.19704","72.96355","2","1","1"
"NCT07571109-SITE-1","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Guntur Government medical College","","Guntur","Andhra Pradesh","522004,","India","16.29974","80.45729","0","0","0"
"NCT07571109-SITE-2","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Government Siddhartha Medical College & Government General Hospital, Vijayawada","","Vijayawada","Andhra Pradesh","520008","India","16.50745","80.6466","0","0","0"
"NCT07571109-SITE-3","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Rajarajeswari Medical College and Hospital","","Bengaluru","Karnataka","560074","India","12.97194","77.59369","0","0","0"
"NCT07571109-SITE-4","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Amrita Institute Of Medical Sciences & Research Centre","","Kochi","Kerala","682041","India","9.93988","76.26022","0","0","0"
"NCT07571109-SITE-5","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Bhaktivedanta Hospital & Research Institute","","Mumbai","Maharashtra","401107","India","19.07283","72.88261","0","0","0"
"NCT07571109-SITE-6","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Asian Kidney Hospital And Medical Centre","","Nagpur","Maharashtra","440010","India","21.14631","79.08491","0","0","0"
"NCT07571109-SITE-7","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Vardhaman Mahavir Medical College & Safdarjung Hospital","","New Delhi","National Capital Territory of Delhi","110029","India","28.62137","77.2148","0","0","0"
"NCT07571109-SITE-8","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences_Delhi","","Delhi","New Delhi","110029","India","28.65195","77.23149","0","0","0"
"NCT07571109-SITE-9","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Bhubaneswar","","Bhubaneswar","Odisha","751019","India","20.27241","85.83385","0","0","0"
"NCT07571109-SITE-10","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Yashoda Hospital","","Hyderabad","Telangana","500084","India","17.38405","78.45636","0","0","0"
"NCT07571109-SITE-11","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Midland Healthcare & Research Center","","Lucknow","Uttar Pradesh","226006","India","26.83928","80.92313","0","0","0"
"NCT07571109-SITE-12","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Apollo Multispeciality Hospital, Kolkata","","Kolkata","West Bengal","700054","India","22.56263","88.36304","0","0","0"
"NCT07571109-SITE-13","NCT07571109","AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Asthma Bhawan","","Jaipur","","302039","India","26.91962","75.78781","0","0","0"
"NCT07571005-SITE-1","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Guntur Government medical College","","Guntur","Andhra Pradesh","522004,","India","16.29974","80.45729","0","0","0"
"NCT07571005-SITE-2","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Government Siddhartha Medical College & Government General Hospital, Vijayawada","","Vijayawada","Andhra Pradesh","520008","India","16.50745","80.6466","0","0","0"
"NCT07571005-SITE-3","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Rajarajeswari Medical College and Hospital","","Bengaluru","Karnataka","560074","India","12.97194","77.59369","0","0","0"
"NCT07571005-SITE-4","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Amrita Institute Of Medical Sciences & Research Centre","","Kochi","Kerala","682041","India","9.93988","76.26022","0","0","0"
"NCT07571005-SITE-5","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Bhaktivedanta Hospital & Research Institute","","Mumbai","Maharashtra","401107","India","19.07283","72.88261","0","0","0"
"NCT07571005-SITE-6","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Asian Kidney Hospital And Medical Centre","","Nagpur","Maharashtra","440010","India","21.14631","79.08491","0","0","0"
"NCT07571005-SITE-7","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences_Delhi","","Delhi","New Delhi","110029","India","28.65195","77.23149","0","0","0"
"NCT07571005-SITE-8","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Bhubaneswar","","Bhubaneswar","Odisha","751019","India","20.27241","85.83385","0","0","0"
"NCT07571005-SITE-9","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Yashoda Hospital","","Hyderabad","Telangana","500084","India","17.38405","78.45636","0","0","0"
"NCT07571005-SITE-10","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Midland Healthcare & Research Center","","Lucknow","Uttar Pradesh","226006","India","26.83928","80.92313","0","0","0"
"NCT07571005-SITE-11","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Apollo Multispeciality Hospital, Kolkata","","Kolkata","West Bengal","700054","India","22.56263","88.36304","0","0","0"
"NCT07571005-SITE-12","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Asthma Bhawan","","Jaipur","","302039","India","26.91962","75.78781","0","0","0"
"NCT07571005-SITE-13","NCT07571005","AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea","Mental Health / Cognitive Health","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Vardhaman Mahavir Medical College & Safdarjung Hospital","","New Delhi","","110029","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-1","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Endolife Specialty Hospitals","","Guntur","Andhra Pradesh","522001","India","16.29974","80.45729","0","0","0"
"NCT07567001-SITE-2","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Government Siddhartha Medical College & Government General Hospital, Vijayawada","","Vijaywada","Andhra Pradesh","520008","India",,,"0","0","0"
"NCT07567001-SITE-3","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","SMC Heart Institute and IVF Research Centre","","Raipur","Chhattisgarh","492007","India","21.23333","81.63333","0","0","0"
"NCT07567001-SITE-4","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Rhythm Heart Institute","","Vadodara","Gujarat","390022","India","22.29941","73.20812","0","0","0"
"NCT07567001-SITE-5","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Medanta - The Medicity Multi-Speciality Hospital, Gurugram","","Gurgaon","Haryana","122001","India","28.4601","77.02635","0","0","0"
"NCT07567001-SITE-6","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Fortis Memorial Research Institute _Gurgaon","","Gurugram","Haryana","122003","India","28.4601","77.02635","0","0","0"
"NCT07567001-SITE-7","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Life Care Hospital and Research Centre","","Bangalore","Karnataka","560092","India","12.97194","77.59369","0","0","0"
"NCT07567001-SITE-8","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","KLES Dr. Prabhakar Kore Hospital & Medical Research Centre","","Belagavi","Karnataka","590010","India","15.85212","74.50447","0","0","0"
"NCT07567001-SITE-9","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Karnataka Medical College and Research Institute","","Hubbali","Karnataka","580022","India",,,"0","0","0"
"NCT07567001-SITE-10","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","JSS Hospital, Mysore","","Mysuru","Karnataka","570004","India","12.29791","76.63925","0","0","0"
"NCT07567001-SITE-11","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Lisie Hospital","","Kochi","Kerala","682018","India","9.93988","76.26022","0","0","0"
"NCT07567001-SITE-12","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Aster Medcity","","Kochi","Kerala","682027","India","9.93988","76.26022","0","0","0"
"NCT07567001-SITE-13","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Amrita Institute of Medical Sciences","","Kochi","Kerala","682041","India","9.93988","76.26022","0","0","0"
"NCT07567001-SITE-14","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Mohak Bariatrics and Robotics","","Indore","Madhya Pradesh","452007","India","22.71792","75.8333","0","0","0"
"NCT07567001-SITE-15","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Krishna Vishwa Vidyapeeth","","Karad","Maharashtra","415539","India","17.28937","74.18183","0","0","0"
"NCT07567001-SITE-16","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Seth GS Medical College & KEM Hospital","","Mumbai","Maharashtra","400012","India","19.07283","72.88261","0","0","0"
"NCT07567001-SITE-17","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Arneja Heart & Multispeciality Hospital","","Nagpur","Maharashtra","440010","India","21.14631","79.08491","0","0","0"
"NCT07567001-SITE-18","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Crescent Hospital And Heart Centre","","Nagpur","Maharashtra","440012","India","21.14631","79.08491","0","0","0"
"NCT07567001-SITE-19","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Nkpsims & Rc , Lata Mangeshkar Hospital , Hingna","","Nagpur","Maharashtra","440019","India","21.14631","79.08491","0","0","0"
"NCT07567001-SITE-20","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Sengupta Hospital and Research Institute","","Nagpur","Maharashtra","440033","India","21.14631","79.08491","0","0","0"
"NCT07567001-SITE-21","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Nagpur","","Nagpur","Maharashtra","441108","India","21.14631","79.08491","0","0","0"
"NCT07567001-SITE-22","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Vijan Hospital & Research Centre","","Nashik","Maharashtra","422005","India","19.99727","73.79096","0","0","0"
"NCT07567001-SITE-23","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Deenanath Mangeshkar Hospital & Research Centre","","Pune","Maharashtra","411004","India","18.51957","73.85535","0","0","0"
"NCT07567001-SITE-24","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","G B Pant Institute of Postgraduate Medical Education and Research","","New Delhi","National Capital Territory of Delhi","110002","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-25","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Batra Hospital and Medical Research Center","","New Delhi","National Capital Territory of Delhi","110062","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-26","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","VMMC & Safdarjung Hospital","","New Dehli","New Delhi","110029","India",,,"0","0","0"
"NCT07567001-SITE-27","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS), Bhubaneswar","","Bhubaneswar","Odisha","751019","India","20.27241","85.83385","0","0","0"
"NCT07567001-SITE-28","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Dayanand Medical College & Hospital","","Ludhiana","Punjab","141001","India","30.91204","75.85379","0","0","0"
"NCT07567001-SITE-29","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Fortis Hospital, Mohali","","Mohali","Punjab","160062","India","30.67995","76.72211","0","0","0"
"NCT07567001-SITE-30","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Sri Ramachandra Medical Centre","","Chennai","Tamil Nadu","600116","India","13.08784","80.27847","0","0","0"
"NCT07567001-SITE-31","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","KG Hospital and PG Medical Institute & Research Centre","","Coimbatore","Tamil Nadu","641018","India","11.00555","76.96612","0","0","0"
"NCT07567001-SITE-32","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Osmania General Hospital","","Hyderabad","Telangana","500012","India","17.38405","78.45636","0","0","0"
"NCT07567001-SITE-33","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Malla Reddy Narayana Multispeciality Hospital","","Hyderabad","Telangana","500055","India","17.38405","78.45636","0","0","0"
"NCT07567001-SITE-34","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Jawaharlal Nehru Medical College and Hospital","","Aligarh","Uttar Pradesh","202002","India","27.88145","78.07464","0","0","0"
"NCT07567001-SITE-35","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Lps Institute of Cardiology, Gsvm Medical College","","Kanpur","Uttar Pradesh","208002","India","26.46523","80.34975","0","0","0"
